X,tok,RF_PoStag,tree_PoStag,tok_2,f.s,tok_3,oed_check,oed_FALSE,oed_TRUE,oed_tt,oed_NNS,punct,tok.to.edit,pdf.page
5234,that,PRO.Dem.Subst.-.Nom.Sg.Neut,WDT,that,NA,that,0,NA,that,NA,NA,NA,that,13
5235,now,FM,RB,now,NA,now,0,NA,now,NA,NA,NA,now,13
5236,begin,FM,VVP,begin,NA,begin,0,NA,begin,NA,NA,NA,begin,13
5237,with,FM,IN,with,NA,with,0,NA,with,NA,NA,NA,with,13
5238,g,N.Reg.*.*.*,NN,g,NA,g,0,NA,g,NA,NA,NA,g,13
5239,(,SYM.Paren.Left,(,(,NA,(,0,NA,(,NA,NA,NA,(,13
5240,beforee,N.Name.Nom.Sg.*,NN,beforee,beforee,beforee,1,beforee,NA,NA,NA,NA,NA,13
5241,/,SYM.Pun.Slash,SYM,/,NA,/,0,NA,/,NA,NA,/,/,13
5242,were,FM,VBD,were,NA,were,0,NA,were,NA,NA,NA,were,13
5243,originally,FM,RB,originally,NA,originally,0,NA,originally,NA,NA,NA,originally,13
5244,ſpelt,FM,JJ,spelt,NA,spelt,0,NA,spelt,NA,NA,NA,spelt,13
5245,with,FM,IN,with,NA,with,0,NA,with,NA,NA,NA,with,13
5246,j,FM,NN,j,NA,j,0,NA,j,NA,NA,NA,j,13
5247,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5248,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,13
5249,jentleman,N.Name.*.*.*,NN,jentleman,NA,jentleman,1,jentleman,NA,NA,NA,NA,.,13
5250,for,N.Name.*.*.*,IN,for,for,for,0,NA,for,NA,NA,NA,for,13
5251,gentleman,VPP.Full.Psp,NN,gentleman,NA,gentleman,0,NA,gentleman,NA,NA,NA,gentleman,13
5252,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5253,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,13
5254,indeed,FM,RB,indeed,NA,indeed,0,NA,indeed,NA,NA,NA,indeed,13
5255,ought,FM,MD,ought,NA,ought,0,NA,ought,NA,NA,NA,ought,13
5256,to,FM,TO,to,NA,to,0,NA,to,NA,NA,NA,to,13
5257,be,FM,VB,be,NA,be,0,NA,be,NA,NA,NA,be,13
5258,always,FM,RB,always,NA,always,0,NA,always,NA,NA,NA,always,13
5259,thus,FM,RB,thus,NA,thus,0,NA,thus,NA,NA,NA,thus,13
5260,written,FM,VVN,written,NA,written,0,NA,written,NA,NA,NA,written,13
5261,;,SYM.Pun.Sent,:,;,NA,;,0,NA,;,NA,NA,;,;,13
5262,but,CONJ.Coord.-,CC,but,NA,but,0,NA,but,NA,NA,NA,but,13
5263,we,PRO.Pers.Subst.1.Nom.Pl.*,PP,we,NA,we,0,NA,we,NA,NA,NA,we,13
5264,muſt,ADJD.Pos,VVD,must,NA,must,0,NA,must,NA,NA,NA,must,13
5265,conform,ADJD.Pos,VV,conform,conform,conform,0,NA,conform,NA,NA,NA,conform,13
5266,to,FM,TO,to,NA,to,0,NA,to,NA,NA,NA,to,13
5267,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5268,arbitrary,FM,JJ,arbitrary,NA,arbitrary,0,NA,arbitrary,NA,NA,NA,arbitrary,13
5269,Power,N.Name.*.*.*,NN,Power,NA,Power,0,NA,Power,NA,NA,NA,Power,13
5270,of,N.Name.*.*.*,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5271,Cuſtom,N.Name.*.*.*,NP,Custom,NA,Custom,0,NA,Custom,NA,NA,NA,Custom,13
5272,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5273,which,VFIN.Full.3.Sg.Past.Ind,WDT,which,NA,which,0,NA,which,NA,NA,NA,which,13
5274,has,FM,VHZ,has,NA,has,0,NA,has,NA,NA,NA,has,13
5275,decreed,FM,VVN,decreed,NA,decreed,0,NA,decreed,NA,NA,NA,decreed,13
5276,otherwiſe,FM,NNS,otherwise,NA,otherwise,0,NA,otherwise,NA,NA,NA,otherwise,13
5277,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5278,K,SYM.Other.XY,NP,K,NA,K,0,NA,K,NA,NA,NA,K,13
5279,Is,FM,VBZ,Is,NA,Is,0,NA,Is,NA,NA,NA,Is,13
5280,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5281,frequent,ADJD.Pos,JJ,frequent,frequent,frequent,0,NA,frequent,NA,NA,NA,frequent,13
5282,Uſe,FM,NN,Use,NA,Use,0,NA,Use,NA,NA,NA,Use,13
5283,in,FM,IN,in,NA,in,0,NA,in,NA,NA,NA,in,13
5284,our,FM,PP$,our,NA,our,0,NA,our,NA,NA,NA,our,13
5285,Language,FM,NP,Language,NA,Language,0,NA,Language,NA,NA,NA,Language,13
5286,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5287,having,FM,VHG,having,NA,having,0,NA,having,NA,NA,NA,having,13
5288,exaCtly,FM,RB,exaCtly,NA,exaCtly,0,NA,exaCtly,NA,NA,NA,exaCtly,13
5289,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5290,ſame,FM,JJ,same,NA,same,0,NA,same,NA,NA,NA,same,13
5291,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,13
5292,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,13
5293,che,FM,NNS,che,NA,che,1,che,NA,NA,che,NA,NA,13
5294,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,13
5295,Italian,N.Name.*.*.*,JJ,Italian,NA,Italian,0,NA,Italian,NA,NA,NA,Italian,13
5296,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5297,and,N.Name.*.*.*,CC,and,NA,and,0,NA,and,NA,NA,NA,and,13
5298,que,N.Name.*.*.*,NP,que,NA,que,1,que,NA,NA,NA,NA,.,13
5299,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,13
5300,Spaniſp,FM,NP,Spanisp,NA,Spanisp,1,Spanisp,NA,NA,NA,NA,.,13
5301,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,13
5302,Portuguefe,FM,NP,Portuguefe,Portuguefe,Portuguefe,1,Portuguefe,NA,NA,NA,NA,.,13
5303,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5304,Many,FM,JJ,Many,NA,Many,0,NA,Many,NA,NA,NA,Many,13
5305,are,FM,VBP,are,NA,are,0,NA,are,NA,NA,NA,are,13
5306,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5307,diſputes,FM,NNS,disputes,NA,disputes,1,disputes,NA,NA,disputes,NA,.,13
5308,that,PRO.Dem.Subst.-.Acc.Sg.Neut,WDT,that,NA,that,0,NA,that,NA,NA,NA,that,13
5309,have,VFIN.Aux.1.Sg.Pres.Ind,VHP,have,NA,have,0,NA,have,NA,NA,NA,have,13
5310,ariſen,TRUNC.Noun,NN,arisen,NA,arisen,0,NA,arisen,NA,NA,NA,arisen,13
5311,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5312,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,13
5313,are,FM,VBP,are,NA,are,0,NA,are,NA,NA,NA,are,13
5314,ſtill,FM,RB,still,NA,still,0,NA,still,NA,NA,NA,still,13
5315,maintained,FM,VVN,maintained,NA,maintained,1,maintained,NA,NA,NA,NA,NA,13
5316,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5317,whether,ADJD.Comp,CC,whether,NA,whether,0,NA,whether,NA,NA,NA,whether,13
5318,be,FM,VB,be,NA,be,0,NA,be,NA,NA,NA,be,13
5319,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,13
5320,digerent,FM,JJ,digerent,NA,digerent,0,NA,digerent,NA,NA,NA,digerent,13
5321,Letter,N.Reg.Nom.Sg.Masc,NN,Letter,NA,Letter,0,NA,Letter,NA,NA,NA,Letter,13
5322,from,FM,IN,from,from,from,0,NA,from,NA,NA,NA,from,13
5323,c,FM,NN,c,NA,c,0,NA,c,NA,NA,NA,c,13
5324,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5325,The,FM,DT,The,NA,The,0,NA,The,NA,NA,NA,The,13
5326,following,FM,VVG,following,following,following,0,NA,following,NA,NA,NA,following,13
5327,Word,FM,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,13
5328,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5329,which,ADJD.Pos,WDT,which,NA,which,0,NA,which,NA,NA,NA,which,13
5330,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,13
5331,by,FM,IN,by,NA,by,0,NA,by,NA,NA,NA,by,13
5332,ſome,FM,NN,some,NA,some,0,NA,some,NA,NA,NA,some,13
5333,begun,FM,VVN,begun,NA,begun,0,NA,begun,NA,NA,NA,begun,13
5334,with,FM,IN,with,NA,with,0,NA,with,NA,NA,NA,with,13
5335,½,FM,NN,½,NA,½,1,½,NA,NA,NA,NA,NA,13
5336,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5337,others,FM,NNS,others,NA,others,0,NA,others,NA,NA,NA,others,13
5338,begin,FM,VVP,begin,NA,begin,0,NA,begin,NA,NA,NA,begin,13
5339,with,FM,IN,with,NA,with,0,NA,with,NA,NA,NA,with,13
5340,e,FM,NN,e,NA,e,0,NA,e,NA,NA,NA,e,13
5341,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5342,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,13
5343,Katberins,FM,NP,Katberins,NA,Katberins,1,Katberins,NA,NA,NA,NA,.,13
5344,or,FM,CC,or,NA,or,0,NA,or,NA,NA,NA,or,13
5345,Catberine,FM,NP,Catberine,NA,Catberine,1,Catberine,NA,NA,NA,NA,.,13
5346,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5347,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,13
5348,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,13
5349,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5350,but,CONJ.Coord.-,CC,but,NA,but,0,NA,but,NA,NA,NA,but,13
5351,if,ADJD.Pos,IN,if,if,if,0,NA,if,NA,NA,NA,if,13
5352,we,PRO.Pers.Subst.1.Nom.Pl.*,PP,we,NA,we,0,NA,we,NA,NA,NA,we,13
5353,conſider,N.Reg.Acc.Pl.Neut,VVP,consider,NA,consider,0,NA,consider,NA,NA,NA,consider,13
5354,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5355,natural,FM,JJ,natural,NA,natural,0,NA,natural,NA,NA,NA,natural,13
5356,hard,FM,JJ,hard,NA,hard,0,NA,hard,NA,NA,NA,hard,13
5357,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,13
5358,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5359,4,CARD,CD,4,NA,4,0,NA,4,NA,NA,NA,4,13
5360,before,FM,IN,before,before,before,0,NA,before,NA,NA,NA,before,13
5361,any,FM,DT,any,NA,any,0,NA,any,NA,NA,NA,any,13
5362,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5363,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5364,five,FM,CD,five,five,five,0,NA,five,NA,NA,NA,five,13
5365,Vowels,FM,NP,Vowels,NA,Vowels,0,NA,Vowels,NA,NA,NA,Vowels,13
5366,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5367,we,PRO.Pers.Subst.1.Nom.Pl.*,PP,we,NA,we,0,NA,we,NA,NA,NA,we,13
5368,fhall,ADJD.Pos,VVZ,fhall,fhall,fhall,1,fhall,NA,NA,NA,NA,ll,13
5369,not,ADJD.Pos,RB,not,NA,not,0,NA,not,NA,NA,NA,not,13
5370,be,FM,VB,be,NA,be,0,NA,be,NA,NA,NA,be,13
5371,at,FM,IN,at,NA,at,0,NA,at,NA,NA,NA,at,13
5372,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,13
5373,Loſs,FM,NP,Loss,NA,Loss,0,NA,Loss,NA,NA,NA,Loss,13
5374,to,FM,TO,to,NA,to,0,NA,to,NA,NA,NA,to,13
5375,give,FM,VV,give,NA,give,0,NA,give,NA,NA,NA,give,13
5376,k,N.Name.Nom.Sg.Neut,NN,k,NA,k,0,NA,k,NA,NA,NA,k,13
5377,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5378,Preference,FM,NN,Preference,Preference,Preference,0,NA,Preference,NA,NA,NA,Preference,13
5379,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,13
5380,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5381,above,FM,JJ,above,NA,above,0,NA,above,NA,NA,NA,above,13
5382,Example,FM,NN,Example,NA,Example,0,NA,Example,NA,NA,NA,Example,13
5383,;,SYM.Pun.Sent,:,;,NA,;,0,NA,;,NA,NA,;,;,13
5384,beſides,FM,NNS,besides,NA,besides,0,NA,besides,NA,NA,NA,besides,13
5385,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5386,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5387,Contraction,FM,NN,Contraction,NA,Contraction,0,NA,Contraction,NA,NA,NA,Contraction,13
5388,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5389,this,FM,DT,this,NA,this,0,NA,this,NA,NA,NA,this,13
5390,Word,FM,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,13
5391,itſelf,FM,NN,itself,itself,itself,0,NA,itself,NA,NA,NA,itself,13
5392,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,13
5393,wrote,FM,VVD,wrote,NA,wrote,0,NA,wrote,NA,NA,NA,wrote,13
5394,with,FM,IN,with,NA,with,0,NA,with,NA,NA,NA,with,13
5395,4,CARD,CD,4,NA,4,0,NA,4,NA,NA,NA,4,13
5396,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5397,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,13
5398,not,ADJD.Pos,RB,not,NA,not,0,NA,not,NA,NA,NA,not,13
5399,with,FM,IN,with,NA,with,0,NA,with,NA,NA,NA,with,13
5400,c,FM,NN,c,NA,c,0,NA,c,NA,NA,NA,c,13
5401,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5402,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,13
5403,Kate,N.Name.Nom.Sg.Fem,NP,Kate,NA,Kate,0,NA,Kate,NA,NA,NA,Kate,13
5404,or,FM,CC,or,NA,or,0,NA,or,NA,NA,NA,or,13
5405,Kitty,N.Name.Nom.Sg.Fem,NP,Kitty,NA,Kitty,0,NA,Kitty,NA,NA,NA,Kitty,13
5406,;,SYM.Pun.Sent,:,;,NA,;,0,NA,;,NA,NA,;,;,13
5407,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,13
5408,although,FM,IN,although,NA,although,0,NA,although,NA,NA,NA,although,13
5409,Cuſtom,FM,NP,Custom,NA,Custom,0,NA,Custom,NA,NA,NA,Custom,13
5410,has,FM,VHZ,has,NA,has,0,NA,has,NA,NA,NA,has,13
5411,eſtabliſhed,FM,VVN,established,NA,established,0,NA,established,NA,NA,NA,established,13
5412,that,PRO.Dem.Subst.-.Nom.Sg.Neut,IN/that,that,NA,that,0,NA,that,NA,NA,NA,that,13
5413,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5414,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,13
5415,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5416,this,FM,DT,this,NA,this,0,NA,this,NA,NA,NA,this,13
5417,Letter,N.Reg.Nom.Sg.Masc,NN,Letter,NA,Letter,0,NA,Letter,NA,NA,NA,Letter,13
5418,at,FM,IN,at,NA,at,0,NA,at,NA,NA,NA,at,13
5419,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5420,Beginning,FM,NN,Beginning,NA,Beginning,0,NA,Beginning,NA,NA,NA,Beginning,13
5421,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5422,any,FM,DT,any,NA,any,0,NA,any,NA,NA,NA,any,13
5423,Word,FM,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,13
5424,before,FM,IN,before,before,before,0,NA,before,NA,NA,NA,before,13
5425,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,13
5426,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5427,o,FM,NN,o,NA,o,0,NA,o,NA,NA,NA,o,13
5428,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5429,or,FM,CC,or,NA,or,0,NA,or,NA,NA,NA,or,13
5430,u,N.Name.Nom.Sg.Neut,NN,u,NA,u,0,NA,u,NA,NA,NA,u,13
5431,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5432,fhall,FM,NN,fhall,fhall,fhall,1,fhall,NA,NA,NA,NA,ll,13
5433,be,FM,VB,be,NA,be,0,NA,be,NA,NA,NA,be,13
5434,always,FM,RB,always,NA,always,0,NA,always,NA,NA,NA,always,13
5435,exprefled,FM,VVN,exprefled,exprefled,exprefled,1,exprefled,NA,NA,NA,NA,.,13
5436,by,FM,IN,by,NA,by,0,NA,by,NA,NA,NA,by,13
5437,c,FM,NN,c,NA,c,0,NA,c,NA,NA,NA,c,13
5438,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5439,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,13
5440,cat,FM,NN,cat,NA,cat,0,NA,cat,NA,NA,NA,cat,13
5441,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5442,con,FM,NN,con,NA,con,0,NA,con,NA,NA,NA,con,13
5443,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5444,cup,FM,NN,cup,NA,cup,0,NA,cup,NA,NA,NA,cup,13
5445,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5446,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,13
5447,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,13
5448,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5449,yet,FM,RB,yet,NA,yet,0,NA,yet,NA,NA,NA,yet,13
5450,we,PRO.Pers.Subst.1.Nom.Pl.*,PP,we,NA,we,0,NA,we,NA,NA,NA,we,13
5451,find,FM,VVP,find,find,find,0,NA,find,NA,NA,NA,find,13
5452,4,CARD,CD,4,NA,4,0,NA,4,NA,NA,NA,4,13
5453,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,13
5454,always,FM,RB,always,NA,always,0,NA,always,NA,NA,NA,always,13
5455,uſed,FM,JJ,used,NA,used,0,NA,used,NA,NA,NA,used,13
5456,uhen,FM,NN,uhen,NA,uhen,1,uhen,NA,NA,NA,NA,.,13
5457,hilente,VFIN.Full.3.Sg.Past.Ind,NN,hilente,NA,hilente,1,hilente,NA,NA,NA,NA,.,13
5458,follows,FM,VVZ,follows,follows,follows,0,NA,follows,NA,NA,NA,follows,13
5459,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5460,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,13
5461,ſpake,N.Reg.Acc.Pl.Masc,NN,spake,NA,spake,0,NA,spake,NA,NA,NA,spake,13
5462,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5463,ſpite,N.Reg.Acc.Pl.Neut,NN,spite,NA,spite,0,NA,spite,NA,NA,NA,spite,13
5464,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5465,oke,FM,JJ,oke,NA,oke,0,NA,oke,NA,NA,NA,oke,13
5466,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5467,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,13
5468,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,13
5469,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5470,which,VIMP.Full.2.Sg,WDT,which,NA,which,0,NA,which,NA,NA,NA,which,13
5471,elſe,N.Name.Acc.Sg.Fem,NNS,else,NA,else,0,NA,else,NA,NA,NA,else,13
5472,would,N.Name.*.*.*,MD,would,NA,would,0,NA,would,NA,NA,NA,would,13
5473,be,FM,VB,be,NA,be,0,NA,be,NA,NA,NA,be,13
5474,ſpace,FM,NN,space,NA,space,0,NA,space,NA,NA,NA,space,13
5475,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5476,ſpice,FM,NN,spice,NA,spice,0,NA,spice,NA,NA,NA,spice,13
5477,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5478,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,13
5479,ec,FM,NP,ec,NA,ec,0,NA,ec,NA,NA,NA,ec,13
5480,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5481,Itis,FM,NP,Itis,NA,Itis,0,NA,Itis,NA,NA,NA,Itis,13
5482,entirely,FM,RB,entirely,NA,entirely,0,NA,entirely,NA,NA,NA,entirely,13
5483,redundant,ADJD.Pos,JJ,redundant,NA,redundant,0,NA,redundant,NA,NA,NA,redundant,13
5484,at,FM,IN,at,NA,at,0,NA,at,NA,NA,NA,at,13
5485,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,13
5486,Beginning,FM,NN,Beginning,NA,Beginning,0,NA,Beginning,NA,NA,NA,Beginning,13
5487,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5488,Words,FM,NNS,Words,NA,Words,0,NA,Words,NA,NA,NA,Words,13
5489,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5490,as,ADV,RB,as,NA,as,0,NA,as,NA,NA,NA,as,13
5491,may,FM,MD,may,NA,may,0,NA,may,NA,NA,NA,may,13
5492,be,FM,VB,be,NA,be,0,NA,be,NA,NA,NA,be,13
5493,ſeen,N.Reg.Nom.Pl.Fem,VVN,seen,NA,seen,0,NA,seen,NA,NA,NA,seen,13
5494,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,13
5495,farther,ADJA.Pos.Dat.Sg.Fem,RBR,farther,farther,farther,0,NA,farther,NA,NA,NA,farther,13
5496,treating,FM,VVG,treating,NA,treating,0,NA,treating,NA,NA,NA,treating,13
5497,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5498,this,FM,DT,this,NA,this,0,NA,this,NA,NA,NA,this,13
5499,Letter,N.Reg.Nom.Sg.Masc,NN,Letter,NA,Letter,0,NA,Letter,NA,NA,NA,Letter,13
5500,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5501,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5502,Is,N.Name.Gen.Sg.*,VBZ,Is,NA,Is,0,NA,Is,NA,NA,NA,Is,13
5503,che,ADJA.Pos.Nom.Sg.Fem,VVG,che,NA,che,1,che,NA,NA,NA,NA,NA,13
5504,twelfth,FM,JJ,twelfth,twelfth,twelfth,0,NA,twelfth,NA,NA,NA,twelfth,13
5505,Letterin,N.Reg.Nom.Sg.Fem,NN,Letterin,NA,Letterin,1,Letterin,NA,NA,NA,NA,.,13
5506,our,FM,PP$,our,NA,our,0,NA,our,NA,NA,NA,our,13
5507,Alphabet,N.Reg.Nom.Sg.Neut,NN,Alphabet,NA,Alphabet,0,NA,Alphabet,NA,NA,NA,Alphabet,13
5508,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5509,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,13
5510,one,FM,CD,one,NA,one,0,NA,one,NA,NA,NA,one,13
5511,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5512,thot,FM,NN,thot,NA,thot,1,thot,NA,NA,NA,NA,.,13
5513,⸗,FM,NN,⸗,NA,⸗,0,NA,⸗,NA,NA,NA,⸗,13
5514,Conſonants,FM,NNS,Consonants,NA,Consonants,0,NA,Consonants,NA,NA,NA,Consonants,13
5515,called,FM,VVD,called,NA,called,0,NA,called,NA,NA,NA,called,13
5516,liquid,ADJD.Pos,JJ,liquid,NA,liquid,0,NA,liquid,NA,NA,NA,liquid,13
5517,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",13
5518,becauſe,FM,JJ,because,NA,because,0,NA,because,NA,NA,NA,because,13
5519,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,13
5520,its,FM,PP$,its,NA,its,0,NA,its,NA,NA,NA,its,13
5521,ſoft,FM,NN,soft,soft,soft,0,NA,soft,NA,NA,NA,soft,13
5522,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,13
5523,melting,FM,NN,melting,NA,melting,0,NA,melting,NA,NA,NA,melting,13
5524,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,13
5525,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,13
5526,*,SYM.Other.Aster,SYM,*,NA,*,0,NA,*,NA,NA,NA,*,13
5527,It,VPP.Full.Psp,PP,It,NA,It,0,NA,It,NA,NA,NA,It,13
5528,14,CARD,CD,14,NA,14,0,NA,14,NA,NA,NA,14,14
5529,4,CARD,CD,4,NA,4,0,NA,4,NA,NA,NA,4,14
5530,Camplete,N.Reg.Nom.Pl.Neut,NP,Camplete,NA,Camplete,1,Camplete,NA,NA,NA,NA,.,14
5531,ENCLISH,N.Name.Nom.Sg.Neut,NP,ENCLISH,NA,ENCLISH,1,ENCLISH,NA,NA,NA,NA,.,14
5532,GRAMMAR,N.Name.Nom.Sg.Neut,NN,GRAMMAR,NA,GRAMMAR,0,NA,GRAMMAR,NA,NA,NA,GRAMMAR,14
5533,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,14
5534,It,N.Reg.Nom.Sg.Masc,PP,It,NA,It,0,NA,It,NA,NA,NA,It,14
5535,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,14
5536,now,FM,RB,now,NA,now,0,NA,now,NA,NA,NA,now,14
5537,almolt,VFIN.Full.3.Sg.Pres.Ind,NN,almolt,NA,almolt,1,almolt,NA,NA,NA,NA,.,14
5538,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,14
5539,general,ADJD.Pos,JJ,general,NA,general,0,NA,general,NA,NA,NA,general,14
5540,Rule,FM,NN,Rule,NA,Rule,0,NA,Rule,NA,NA,NA,Rule,14
5541,(,SYM.Paren.Left,(,(,NA,(,0,NA,(,NA,NA,NA,(,14
5542,except,VPP.Full.Psp,IN,except,NA,except,0,NA,except,NA,NA,NA,except,14
